ruvb-like protein 1 (pontin 52),monoraphidium neglectum,1
golgi apparatus protein 1,monoraphidium neglectum,2
dna polymerase epsilon subunit 3,monoraphidium neglectum,1
putative myeloid/lymphoid or mixed-lineage leukemia,monoraphidium neglectum,1
periplasmic divalent cation tolerance protein,monoraphidium neglectum,1
40s ribosomal protein s13-2,monoraphidium neglectum,1
cysa-like protein,monoraphidium neglectum,1
malate synthase,monoraphidium neglectum,1
adp-ribosylation factor-like protein 2,monoraphidium neglectum,1
alkaline phosphatase,monoraphidium neglectum,3
petal death protein,monoraphidium neglectum,1
40s ribosomal protein s15a-1,monoraphidium neglectum,1
rna-binding protein ews,monoraphidium neglectum,1
"rna-binding motif protein, x-linked 2",monoraphidium neglectum,1
putative wd40 domain protein,monoraphidium neglectum,1
importin subunit alpha-2,monoraphidium neglectum,1
superoxide dismutase,monoraphidium neglectum,1
protein rer1c,monoraphidium neglectum,1
flagellar associated membrane protein,monoraphidium neglectum,2
phosphatidylinositol 3-kinase,monoraphidium neglectum,1
acetolactate synthase i/ii/iii large subunit,monoraphidium neglectum,1
putative protein phosphatase 2c bipp2c1,monoraphidium neglectum,1
putative import receptor subunit tom40,monoraphidium neglectum,1
structural maintenance of chromosomes protein 4,monoraphidium neglectum,1
putative amino-acid permease,monoraphidium neglectum,2
"large conductance mechanosensitive channel, mscl family",monoraphidium neglectum,1
putative uncharacterized protein c15orf41 like protein,monoraphidium neglectum,1
low co2 inducible protein,monoraphidium neglectum,1
putative serine/threonine-protein kinase/receptor,monoraphidium neglectum,2
phytoene desaturase,monoraphidium neglectum,1
import inner membrane translocase subunit tim22,monoraphidium neglectum,1
c-factor,monoraphidium neglectum,1
chitinase,monoraphidium neglectum,1
rna-binding protein 28,monoraphidium neglectum,1
dna-directed rna polymerase iii subunit c11,monoraphidium neglectum,1
cop9 signalosome complex subunit 1,monoraphidium neglectum,1
import inner membrane translocase subunit tim13,monoraphidium neglectum,1
protein hira,monoraphidium neglectum,1
neutral zinc metalloprotease,monoraphidium neglectum,1
60s ribosomal protein l19-2,monoraphidium neglectum,1
electron transfer flavoprotein subunit alpha,monoraphidium neglectum,1
zinc finger ccch domain-containing protein 67,monoraphidium neglectum,1
50s ribosomal protein,monoraphidium neglectum,1
30s ribosomal protein s15,monoraphidium neglectum,1
ntpase,monoraphidium neglectum,1
putative tafazzin like protein,monoraphidium neglectum,1
heat shock protein 82,monoraphidium neglectum,1
malonyl-coa decarboxylase,monoraphidium neglectum,1
putative bardet-biedl syndrome 4 protein like protein,monoraphidium neglectum,1
dna-directed rna polymerase ii subunit a,monoraphidium neglectum,1
psbp domain-containing protein 1,monoraphidium neglectum,1
conserved oligomeric golgi complex subunit 4,monoraphidium neglectum,1
"selenide, water dikinase",monoraphidium neglectum,2
tiggy-winkle hedgehog protein,monoraphidium neglectum,1
hus1 checkpoint protein,monoraphidium neglectum,1
cyclin-dependent kinase 20,monoraphidium neglectum,1
plasma membrane iron permease,monoraphidium neglectum,1
electron transfer flavoprotein betasubunit,monoraphidium neglectum,1
pra1 family protein b6,monoraphidium neglectum,1
protein crooked neck,monoraphidium neglectum,1
arylsulfatase,monoraphidium neglectum,1
putative cell division cycle protein 16,monoraphidium neglectum,1
cytochrome c heme-lyase,monoraphidium neglectum,1
4-alpha-glucanotransferase,monoraphidium neglectum,2
cyclin-dependent kinases regulatory subunit 1,monoraphidium neglectum,1
myo-inositol-1-phosphate synthase,monoraphidium neglectum,2
60s ribosomal protein l13a-1,monoraphidium neglectum,1
sgnh hydrolase,monoraphidium neglectum,1
rna-binding post-transcriptional regulator csx1,monoraphidium neglectum,1
calcium/calmodulin-dependent protein kinase,monoraphidium neglectum,1
copper chaperone,monoraphidium neglectum,1
importin-4,monoraphidium neglectum,1
adp-ribosylation factor 1,monoraphidium neglectum,2
peroxiredoxin,monoraphidium neglectum,1
inositolhexakisphosphate/diphosphoinositol-pentakisphosphatekinase,monoraphidium neglectum,2
n-methyltryptophan oxidase,monoraphidium neglectum,1
solute carrier protein,monoraphidium neglectum,1
putative carbon catabolite repressor protein 4,monoraphidium neglectum,1
protein phosphatase 1g,monoraphidium neglectum,1
putative nipped-b-like protein,monoraphidium neglectum,1
serine protease hepsin,monoraphidium neglectum,1
putative dnaj subfamily c member 27-b,monoraphidium neglectum,1
serine/threonine kinase 16,monoraphidium neglectum,1
dolichyl-phosphatebeta-glucosyltransferase,monoraphidium neglectum,1
methyltransferase-like protein 5,monoraphidium neglectum,1
sucrose synthase,monoraphidium neglectum,1
heat shock 70kda protein 5,monoraphidium neglectum,1
"nadh dehydrogenase, extrinsic",monoraphidium neglectum,1
peptidyl-prolyl cis-trans isomerase-like 3,monoraphidium neglectum,1
calcium/calmodulin-dependent protein kinase type 1d,monoraphidium neglectum,1
2-oxodicarboxylate carrier 2,monoraphidium neglectum,1
putative protein bccip like protein,monoraphidium neglectum,1
"clathrin, heavy polypeptide",monoraphidium neglectum,2
ap-2 complex subunit sigma-1,monoraphidium neglectum,1
cdp-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,monoraphidium neglectum,1
"atp-binding cassette, subfamily b,bacterial",monoraphidium neglectum,1
protein cbby,monoraphidium neglectum,1
translation initiation factor eif-6,monoraphidium neglectum,1
serine/threonine-protein kinase srk2c,monoraphidium neglectum,2
unc51-like kinase,monoraphidium neglectum,2
origin recognition complex subunit 1,monoraphidium neglectum,1
dynamin-related protein 12a,monoraphidium neglectum,1
dual specificity protein phosphatase 8,monoraphidium neglectum,1
rab gdp dissociation inhibitor alpha,monoraphidium neglectum,2
ornithine carbamoyltransferase,monoraphidium neglectum,1
preprotein translocase subunit seca,monoraphidium neglectum,2
dehydroquinate dehydratase/ shikimate dehydrogenase,monoraphidium neglectum,1
putative e3 ubiquitin-protein ligase herc4,monoraphidium neglectum,1
methyltransferase-like protein 7b,monoraphidium neglectum,1
"phosphatidate phosphatase, lipin",monoraphidium neglectum,1
transferase,monoraphidium neglectum,1
putative plastid-lipid-associated protein 12,monoraphidium neglectum,1
[nu+] prion formation protein 1,monoraphidium neglectum,1
omega-3 fatty acid desaturase (delta-15desaturase),monoraphidium neglectum,2
cop9 signalosome complex subunit 3,monoraphidium neglectum,1
transcription initiation factor tfiid subunit 1,monoraphidium neglectum,1
glycolate dehydrogenase,monoraphidium neglectum,1
splicing factor 3a subunit 2,monoraphidium neglectum,1
putative protein impact,monoraphidium neglectum,1
fibropellin ia-like protein,monoraphidium neglectum,1
3-oxoacyl-[acyl-carrier-protein (acp)]synthase iii,monoraphidium neglectum,1
phytoene synthase,monoraphidium neglectum,1
clptm1-like membrane protein cnrb,monoraphidium neglectum,1
"diacylglyceryl-n,n,n-trimethylhomoserine synthesis protein",monoraphidium neglectum,1
cation transporting atpase,monoraphidium neglectum,3
transcription factor-like protein,monoraphidium neglectum,1
cerevisin,monoraphidium neglectum,1
u5 small nuclear ribonucleoprotein component,monoraphidium neglectum,2
"qb+c-snare protein, snap25-family",monoraphidium neglectum,1
ribosomal protein l20,monoraphidium neglectum,1
putative glycerol uptake facilitator protein,monoraphidium neglectum,1
retinol dehydrogenase 13,monoraphidium neglectum,1
uncharacterized protein c11orf65,monoraphidium neglectum,1
thimet oligopeptidase 1,monoraphidium neglectum,1
phosphatidylinositide phosphatase sac1,monoraphidium neglectum,2
nadh dehydrogenase (ubiquinone) 1 alpha subcomplex 9,monoraphidium neglectum,1
minor histocompatibility antigen h13,monoraphidium neglectum,1
"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b",monoraphidium neglectum,1
nadh dehydrogenase (ubiquinone) fe-sprotein 4,monoraphidium neglectum,1
putative transcriptional regulator,monoraphidium neglectum,1
dna-directed rna polymerase iii subunit c3,monoraphidium neglectum,1
"splicing factor, arginine/serine-rich 1/9",monoraphidium neglectum,1
ferrochelatase,monoraphidium neglectum,1
smad nuclear-interacting protein 1,monoraphidium neglectum,1
aminoacylhistidine dipeptidase,monoraphidium neglectum,1
t-complex protein 1 subunit gamma,monoraphidium neglectum,1
dtdp-4-dehydrorhamnose reductase,monoraphidium neglectum,1
subunit of the signal recognition particle,monoraphidium neglectum,1
40s ribosomal protein s8,monoraphidium neglectum,3
oxysterol-binding protein 9,monoraphidium neglectum,1
cyclin-a2-1,monoraphidium neglectum,1
anaphase-promoting complex subunit 2,monoraphidium neglectum,2
serine/threonine protein phosphatase 7,monoraphidium neglectum,1
pp1/pp2a phosphatases pleiotropic regulator prl1,monoraphidium neglectum,1
inner envelope membrane protein,monoraphidium neglectum,1
signal peptide peptidase-like 2b,monoraphidium neglectum,1
"fructose-1,6-bisphosphatase i",monoraphidium neglectum,3
transcription initiation factor tfiid subunit d4,monoraphidium neglectum,1
sodium/bile acid cotransporter 7-b,monoraphidium neglectum,1
serine/threonine protein phosphatase 2a regulatory subunit b' beta isoform,monoraphidium neglectum,1
tetratricopeptide repeat protein 30a2,monoraphidium neglectum,1
ubiquitin-conjugating enzyme/rwd-like protein,monoraphidium neglectum,1
survival of motorneuron-related-splicing factor 30,monoraphidium neglectum,1
60s ribosomal protein l30-2,monoraphidium neglectum,1
chlamyopsin-6,monoraphidium neglectum,1
kinesin-like protein kifc3,monoraphidium neglectum,1
cyclin-dependent kinase 3,monoraphidium neglectum,1
serine/threonine-protein kinase sapk4,monoraphidium neglectum,1
serine/threonine-protein kinase srk2g,monoraphidium neglectum,1
ribosomal rna small subunit methyltransferase b,monoraphidium neglectum,1
vacuolar protein sorting-associated protein 16,monoraphidium neglectum,1
putative atp-dependent rna helicase ddx11,monoraphidium neglectum,2
2-haloacid dehalogenase,monoraphidium neglectum,1
wdyhv motif containing 1,monoraphidium neglectum,1
ribulose bisphosphate carboxylase/oxygenaseactivase,monoraphidium neglectum,2
retrovirus-related pol polyprotein,monoraphidium neglectum,1
double-strand-break repair-like protein rad21,monoraphidium neglectum,1
peroxisomal n(1)-acetyl-spermine/spermidineoxidase,monoraphidium neglectum,1
chlorophyll a oxygenase,monoraphidium neglectum,1
"alpha-1,3/alpha-1,6-mannosyltransferase",monoraphidium neglectum,1
gtp-binding nuclear protein ran-2,monoraphidium neglectum,1
protein transport protein sec61 subunit alpha,monoraphidium neglectum,3
"pyridoxal (pyridoxine, vitamin b6) phosphatase",monoraphidium neglectum,1
putative swi/snf-related matrix-associated actin-dependent regulator,monoraphidium neglectum,2
putative lipid phosphate phosphatase 3,monoraphidium neglectum,1
trna (guanine-n2-)-methyltransferase,monoraphidium neglectum,2
zinc finger an1 and c2h2 domain-containing stress-associated protein 16,monoraphidium neglectum,1
glutamate dehydrogenase a,monoraphidium neglectum,1
nadh:ubiquinone oxidoreductase b16.6 subunit,monoraphidium neglectum,1
ferredoxin-nitrite reductase,monoraphidium neglectum,1
"transcription factor tfiih, subunit",monoraphidium neglectum,1
sec1 family domain-containing protein 1,monoraphidium neglectum,1
dead-box atp-dependent rna helicase 7,monoraphidium neglectum,1
transportin-2,monoraphidium neglectum,2
uncharacterized protein ynbb,monoraphidium neglectum,1
monothiol glutaredoxin-s16,monoraphidium neglectum,1
putative exportin-1,monoraphidium neglectum,3
histone deacetylase-like amidohydrolase,monoraphidium neglectum,1
nuclear pore complex protein,monoraphidium neglectum,1
"atpase, class i, type 8b, member 2",monoraphidium neglectum,1
40s ribosomal protein s11,monoraphidium neglectum,1
heme-binding protein 2,monoraphidium neglectum,1
saposin,monoraphidium neglectum,1
phosphate-repressible alkaline phosphatase,monoraphidium neglectum,1
monoamine oxidase,monoraphidium neglectum,1
cytochrome c oxidase subunit xv assembly protein,monoraphidium neglectum,1
bromodomain adjacent to zinc finger domain protein,monoraphidium neglectum,1
putative dnaj subfamily b member 5,monoraphidium neglectum,1
vacuolar protein sorting-associated protein 33,monoraphidium neglectum,1
putative phenylalanyl-trna synthetase beta chain,monoraphidium neglectum,1
oxygen-evolving enhancer protein 3,monoraphidium neglectum,1
cyclin-dependent kinase b1-21,monoraphidium neglectum,1
ribosomal rna small subunit methyltransferase e,monoraphidium neglectum,1
dna-directed rna polymerase ii subunit rpb3-a,monoraphidium neglectum,1
chitinase domain-containing protein 1 flags:precursor,monoraphidium neglectum,1
tetratricopeptide repeat protein 4,monoraphidium neglectum,1
exocyst complex component 5,monoraphidium neglectum,1
ammonium transporter nrga,monoraphidium neglectum,1
autophagy-related protein 7,monoraphidium neglectum,1
u3 small nucleolar ribonucleoprotein imp4,monoraphidium neglectum,1
atp-binding cassette sub-family b member 6,monoraphidium neglectum,2
putative nitric oxide synthase,monoraphidium neglectum,1
dihydroxy-acid dehydratase,monoraphidium neglectum,2
structural maintenance of chromosomes protein 2-2,monoraphidium neglectum,1
dna topoisomerase iii,monoraphidium neglectum,2
translin,monoraphidium neglectum,1
2-oxoglutarate dehydrogenase e2 component (dihydrolipoamide succinyltransferase),monoraphidium neglectum,1
heavy metal transporting atpase,monoraphidium neglectum,1
putative ribosome biogeneis protein,monoraphidium neglectum,1
arginine/agmatine antiporter,monoraphidium neglectum,1
malonyl-coa-acyl carrier protein transacylase,monoraphidium neglectum,1
protein transport protein sec23,monoraphidium neglectum,1
3-methylcrotonyl-coa carboxylase beta subunit,monoraphidium neglectum,1
two-component response regulator arr12,monoraphidium neglectum,1
"putative histone-lysine n-methyltransferase, h3 lysine-9 specific suvh9",monoraphidium neglectum,1
bifunctional aspartokinase/homoserinedehydrogenase 1,monoraphidium neglectum,1
2-oxoglutarate dehydrogenase e1 component,monoraphidium neglectum,1
dna replication licensing factor mcm6,monoraphidium neglectum,2
60s ribosomal protein l21-2,monoraphidium neglectum,1
putative nucleolar protein nop5-2,monoraphidium neglectum,1
histidine phosphotransfer protein,monoraphidium neglectum,1
poly-gamma-glutamate synthesis protein (capsule biosynthesis protein),monoraphidium neglectum,1
putative dnaj subfamily b member 6,monoraphidium neglectum,1
"helicase, lymphoid-specific",monoraphidium neglectum,1
thermolysin,monoraphidium neglectum,1
aquaporin-8,monoraphidium neglectum,1
trna-(m5c) methyltransferase,monoraphidium neglectum,1
"putative rex2, rna exonuclease 2",monoraphidium neglectum,1
peroxin-7,monoraphidium neglectum,1
tetrapyrrole-binding protein,monoraphidium neglectum,1
small nuclear ribonucleoprotein sm d2,monoraphidium neglectum,1
"dynein-1-alpha heavy chain, flagellar inner arm i1 complex",monoraphidium neglectum,1
acetyl-coa carboxylase subunit beta,monoraphidium neglectum,1
"heat shock protein binding protein, putative",monoraphidium neglectum,1
glutathione s-transferase omega-1,monoraphidium neglectum,1
carbamoyl-phosphate synthase large subunit,monoraphidium neglectum,1
phosphoacetylglucosamine mutase,monoraphidium neglectum,1
guanine nucleotide-binding-like protein,monoraphidium neglectum,1
phenazine biosynthesis-like protein domain containing,monoraphidium neglectum,1
glycerol-3-phosphate o-acyltransferase3/4,monoraphidium neglectum,1
proton extrusion protein pcxa,monoraphidium neglectum,1
tpr domain-containing protein,monoraphidium neglectum,1
import inner membrane translocasesubunit tim17,monoraphidium neglectum,1
glyoxylate reductase,monoraphidium neglectum,1
brix domain-containing protein,monoraphidium neglectum,1
f-box and leucine-rich repeat protein 20,monoraphidium neglectum,1
peroxiredoxin-2f,monoraphidium neglectum,1
putative phospholipase b-like 2,monoraphidium neglectum,1
hexokinase-5,monoraphidium neglectum,1
import receptor subunit tom70,monoraphidium neglectum,1
fo synthase,monoraphidium neglectum,1
6-phosphogluconate dehydrogenase nad-binding protein,monoraphidium neglectum,1
20s proteasome subunit alpha 6,monoraphidium neglectum,1
multidrug resistance-associated protein 4,monoraphidium neglectum,1
protein ydhr,monoraphidium neglectum,1
diphosphocytidyl-2-c-methyl-d-erythritol kinase,monoraphidium neglectum,1
26s proteasome non-atpase regulatory subunit 4,monoraphidium neglectum,1
putative atp-dependent rna helicase dhx29,monoraphidium neglectum,1
protein kinase,monoraphidium neglectum,3
fused,monoraphidium neglectum,1
putative meckelin (meckel syndrome type 3 like protein),monoraphidium neglectum,1
putative cysteine proteinase,monoraphidium neglectum,1
extracellular signal-regulated kinase 1/2,monoraphidium neglectum,1
bromodomain and wd repeat-containing protein 1,monoraphidium neglectum,2
stage v sporulation protein k,monoraphidium neglectum,1
putative regulator of nonsense transcripts 2,monoraphidium neglectum,2
cleavage and polyadenylation specificity factor subunit 2,monoraphidium neglectum,1
exportin-7-b,monoraphidium neglectum,1
26s proteasome non-atpase regulatory subunit 11,monoraphidium neglectum,1
cystathionine beta-lyase,monoraphidium neglectum,1
aminopeptidase n,monoraphidium neglectum,1
putative nucleolar mif4g domain-containing protein 1,monoraphidium neglectum,1
ribonuclease h2 subunit a,monoraphidium neglectum,2
atp-dependent rna helicase dhx8/prp22,monoraphidium neglectum,2
putative ribosome biogeneis protein bms1 like protein,monoraphidium neglectum,2
hydroxymethylbilane synthase,monoraphidium neglectum,1
putative growth arrest-specific protein 8 like protein,monoraphidium neglectum,1
vacuolar protein sorting-associated-like protein,monoraphidium neglectum,1
histone-arginine methyltransferase carm1,monoraphidium neglectum,1
peptidyl-prolyl cis-trans isomerase cyp37,monoraphidium neglectum,1
"ubc1, ubiquitin carrier protein 1",monoraphidium neglectum,1
"signal peptide peptidase sppa, 67k type",monoraphidium neglectum,1
aspartyl-trna(asn)/glutamyl-trna(gln) amidotransferase subunit b,monoraphidium neglectum,1
atp-sulfurylase,monoraphidium neglectum,1
protein toc75,monoraphidium neglectum,1
glutamate synthase (ferredoxin),monoraphidium neglectum,1
hexose transporter,monoraphidium neglectum,1
putative diflavin flavoprotein a 2,monoraphidium neglectum,1
putative calnexin flags: precursor,monoraphidium neglectum,1
"r1 protein, alpha-glucan water dikinase",monoraphidium neglectum,1
putative parb-like nuclease,monoraphidium neglectum,1
adenylosuccinate lyase,monoraphidium neglectum,1
syntaxin-32,monoraphidium neglectum,2
mitogen-activated protein kinase kinase kinase 9,monoraphidium neglectum,3
hydroxymethylglutaryl-coa lyase,monoraphidium neglectum,1
rna-binding protein 25,monoraphidium neglectum,1
stress-activated protein kinase alpha,monoraphidium neglectum,1
glutathione synthase,monoraphidium neglectum,1
plasma membrane proteolipid 3,monoraphidium neglectum,1
putative abc transporter atp-binding protein,monoraphidium neglectum,1
oligopeptidase a,monoraphidium neglectum,2
short-chain dehydrogenase/reductase,monoraphidium neglectum,1
flagellar inner dynein arm i1 intermediate chain,monoraphidium neglectum,1
"nuclear transcription factor, x-box binding-like 1",monoraphidium neglectum,1
50s ribosomal protein l27,monoraphidium neglectum,2
translation initiation factor eif-2b gamma subunit,monoraphidium neglectum,1
putative clathrin assembly protein,monoraphidium neglectum,1
separase,monoraphidium neglectum,1
putative carboxymethylenebutenolidase like protein,monoraphidium neglectum,1
small ubiquitin-related modifier,monoraphidium neglectum,1
ubiquitin domain-containing protein 1,monoraphidium neglectum,1
"protein phosphatase 3, regulatory subunit",monoraphidium neglectum,1
"fructose 1,6-bisphosphatase ii",monoraphidium neglectum,1
transcription factor gamyb,monoraphidium neglectum,1
psbd mrna maturation factor nac2,monoraphidium neglectum,1
e3 ubiquitin-protein ligase march6,monoraphidium neglectum,1
"calcium-transporting atpase 4, endoplasmicreticulum-type, putative",monoraphidium neglectum,1
putative protein mago nashi,monoraphidium neglectum,1
dna mismatch repair protein msh6-1,monoraphidium neglectum,1
solute carrier family 25,monoraphidium neglectum,1
nicotinamide mononucleotideadenylyltransferase,monoraphidium neglectum,1
"putative splicing factor, arginine/serine-rich3",monoraphidium neglectum,1
cop9 signalosome complex subunit 2,monoraphidium neglectum,1
hexose-phosphate transporter,monoraphidium neglectum,1
nmra family protein,monoraphidium neglectum,1
vacuolar calcium ion transporter,monoraphidium neglectum,2
"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",monoraphidium neglectum,1
putative protein mak16,monoraphidium neglectum,1
"glucose-6-phosphate/phosphate translocator 1, chloroplast precursor, putative",monoraphidium neglectum,1
udp-sulfoquinovose synthase,monoraphidium neglectum,1
phosphoribosylanthranilate isomerase,monoraphidium neglectum,1
f1f0 atp synthase associated 36.3kda protein,monoraphidium neglectum,1
putative dna repair protein uvh3,monoraphidium neglectum,1
putative sirtuin (silent mating type information regulation 2 like protein) 5,monoraphidium neglectum,1
camp-dependent protein kinase regulatory subunit,monoraphidium neglectum,1
hemerythrin hhe cation bindingdomain-containing protein,monoraphidium neglectum,1
putative small nuclear ribonucleoprotein f,monoraphidium neglectum,1
20s proteasome subunit beta 5,monoraphidium neglectum,1
dihydroneopterin aldolase,monoraphidium neglectum,1
vacuolar protein sorting-associated protein 18,monoraphidium neglectum,1
cd2+/zn2+-exporting atpase,monoraphidium neglectum,1
glucose-1-phosphate adenylyltransferase small subunit,monoraphidium neglectum,1
dna-binding protein hu,monoraphidium neglectum,1
protein phosphatase 2c,monoraphidium neglectum,1
putative protein sugt1 like protein,monoraphidium neglectum,1
cdk5rap1-like protein,monoraphidium neglectum,1
endothelin-converting enzyme 2,monoraphidium neglectum,1
stam-binding protein,monoraphidium neglectum,1
nudix hydrolase,monoraphidium neglectum,1
"3',5'-cyclic-nucleotide phosphodiesterase",monoraphidium neglectum,1
chromodomain-helicase-dna-binding protein 1,monoraphidium neglectum,2
putative radial spoke head 10,monoraphidium neglectum,1
1-deoxy-d-xylulose 5-phosphate reductoisomerase,monoraphidium neglectum,1
ornithine--oxo-acid transaminase,monoraphidium neglectum,1
26s proteasome regulatory subunit t3,monoraphidium neglectum,1
nifu-like protein 5,monoraphidium neglectum,1
structure-specific recognition protein 1,monoraphidium neglectum,1
arsenic (+3 oxidation state) methyltransferase,monoraphidium neglectum,1
tubulin gamma chain,monoraphidium neglectum,1
papain-type cysteine protease,monoraphidium neglectum,1
serine/threonine-protein kinase prp4,monoraphidium neglectum,1
mitotic checkpoint protein bub3,monoraphidium neglectum,1
ubiquitin-conjugating enzyme e2 variant 1c,monoraphidium neglectum,1
"sf3a1 splicing factor 3a, subunit 1",monoraphidium neglectum,1
brefeldin a-inhibited guanine nucleotide-exchange protein,monoraphidium neglectum,2
endoglucanase 18,monoraphidium neglectum,1
"alpha-amylase, putative",monoraphidium neglectum,1
"acyl-coenzyme a oxidase, peroxisomal",monoraphidium neglectum,1
"alpha 1,3-glucosidase",monoraphidium neglectum,2
ribonucleoside-diphosphate reductase largesubunit,monoraphidium neglectum,1
derlin-2,monoraphidium neglectum,1
putative 7sk snrna methylphosphate capping enzyme,monoraphidium neglectum,1
receptor-like protein kinase,monoraphidium neglectum,1
wd repeat and sof domain-containing protein 1,monoraphidium neglectum,1
blue-light photoreceptor phr2,monoraphidium neglectum,1
formamidase,monoraphidium neglectum,1
low-co2 inducible protein lcib,monoraphidium neglectum,1
hbs1-like protein,monoraphidium neglectum,1
photosystem ii polypeptide flags: precursor,monoraphidium neglectum,1
"chromosome condensation complex condensin, subunit h",monoraphidium neglectum,1
glutamate--cysteine ligase,monoraphidium neglectum,2
"beta-glucosidase, putative",monoraphidium neglectum,1
telomerase reverse transcriptase,monoraphidium neglectum,1
pol polyprotein,monoraphidium neglectum,1
dead-box atp-dependent rna helicase 39,monoraphidium neglectum,1
putative e3 ubiquitin-protein ligase ari1,monoraphidium neglectum,1
h/aca ribonucleoprotein complex subunit 4,monoraphidium neglectum,1
dna polymerase epsilon catalytic subunit a/1,monoraphidium neglectum,1
putative ubiquitin carboxyl-terminal hydrolase 11,monoraphidium neglectum,1
putative translation initiation factor eif-2b subunit epsilon,monoraphidium neglectum,1
pre-mrna-processing factor slu7,monoraphidium neglectum,1
putative pyruvate formate lyase activating enzyme,monoraphidium neglectum,1
putative protein fat-free like protein,monoraphidium neglectum,1
putative gastrulation defective protein 1 like protein,monoraphidium neglectum,1
low-co2-inducible protein,monoraphidium neglectum,1
ca2+:h+ antiporter,monoraphidium neglectum,1
"cytochrome p450, family 51 (sterol14-demethylase)",monoraphidium neglectum,2
putative parafibromin,monoraphidium neglectum,1
inner membrane protease subunit 2,monoraphidium neglectum,1
dna polymerase alpha subunit a,monoraphidium neglectum,2
ubiquitin-activating enzyme e1 c,monoraphidium neglectum,1
wd repeat-containing protein 16,monoraphidium neglectum,1
"cgmp-dependent 3',5'-cyclic phosphodiesterase",monoraphidium neglectum,1
wd repeat-containing protein 63,monoraphidium neglectum,1
"cdf transporter, membrane protein",monoraphidium neglectum,1
flagellar central pair-associated protein,monoraphidium neglectum,1
40s ribosomal protein s5,monoraphidium neglectum,1
"r-snare protein, tomsyn-like family",monoraphidium neglectum,1
"phosphodiesterase 1c, calmodulin-dependent 70kda",monoraphidium neglectum,1
pre-mrna-splicing factor cwc22,monoraphidium neglectum,2
ap endonuclease 2,monoraphidium neglectum,1
rio kinase 1,monoraphidium neglectum,1
mitogen-activated protein kinase kinase kinase 12,monoraphidium neglectum,1
gtp-binding protein 1,monoraphidium neglectum,1
putative dna replication licensing factor mcm4,monoraphidium neglectum,1
eukaryotic translation initiation factor 3 subunit f,monoraphidium neglectum,1
dna replication licensing factor mcm4,monoraphidium neglectum,1
menaquinone-specific isochorismate synthase,monoraphidium neglectum,1
60s ribosomal protein l9,monoraphidium neglectum,1
adp-ribosylation factor,monoraphidium neglectum,1
aspartate kinase,monoraphidium neglectum,1
acetyl-coenzyme a carboxylase carboxyltransferase subunit beta,monoraphidium neglectum,1
amidophosphoribosyltransferase,monoraphidium neglectum,1
aminopeptidase i zinc metalloprotease,monoraphidium neglectum,1
er lumen protein,monoraphidium neglectum,1
alkyl hydroperoxide reductase/thiol specificantioxidant/mal allergen,monoraphidium neglectum,1
translocase of chloroplast 90,monoraphidium neglectum,1
"myosin heavy chain, class xi",monoraphidium neglectum,1
serine/threonine-protein phosphatase 2aregulatory subunit b'' subunit gamma,monoraphidium neglectum,1
chaperonin cpn60-2,monoraphidium neglectum,1
"histone-lysine n-methyltransferase, suvh, putative",monoraphidium neglectum,1
translational activator gcn1,monoraphidium neglectum,3
protein sap1,monoraphidium neglectum,1
abhydrolase domain-containing protein 10,monoraphidium neglectum,1
coatomer subunit alpha,monoraphidium neglectum,1
40s ribosomal protein s6,monoraphidium neglectum,2
atp-binding cassette sub-family a member 7,monoraphidium neglectum,1
maturation/stability factor for peta mrna,monoraphidium neglectum,1
"ferric-chelate reductase, putative",monoraphidium neglectum,1
dna (cytosine-5)-methyltransferase cmt3,monoraphidium neglectum,1
dna replication atp-dependent helicase dna2,monoraphidium neglectum,1
putative pre-mrna-splicing factor 8 like protein,monoraphidium neglectum,2
sensory box sensor histidine kinase/responseregulator,monoraphidium neglectum,1
phosphoribosylglycinamideformyltransferase,monoraphidium neglectum,1
putative cell division protein kinase 5 like protein,monoraphidium neglectum,1
myo-inositol-1(or 4)-monophosphatase,monoraphidium neglectum,1
3-oxoacyl-[acyl-carrier-protein]synthase i,monoraphidium neglectum,1
3-phosphoshikimate1-carboxyvinyltransferase,monoraphidium neglectum,2
putative 26s protease regulatory subunit 6a like protein,monoraphidium neglectum,1
subunit of retromer complex,monoraphidium neglectum,2
putative pheophorbide a oxygenase,monoraphidium neglectum,1
microtubule organization protein,monoraphidium neglectum,2
5'-methylthioadenosine nucleosidase,monoraphidium neglectum,1
protein tyrosine phosphatase domain containing 1,monoraphidium neglectum,1
ribosomal-protein-alaninen-acetyltransferase,monoraphidium neglectum,1
kinesin-like protein kif15,monoraphidium neglectum,1
translation initiation factor eif-2b subunit delta,monoraphidium neglectum,1
3-ketoacyl-coa synthase 5,monoraphidium neglectum,2
v-type h+-transporting atpase subunit e,monoraphidium neglectum,2
kidney carrier protein 1,monoraphidium neglectum,1
dead/deah-box helicase,monoraphidium neglectum,1
dcn1-like protein 2,monoraphidium neglectum,1
e3 ubiquitin-protein ligase ubr4,monoraphidium neglectum,1
phosphorylated ctd-interacting factor 1,monoraphidium neglectum,1
adenylate kinase 3,monoraphidium neglectum,1
solute carrier family 25 member 17,monoraphidium neglectum,1
endoplasmic oxidoreductin-2,monoraphidium neglectum,1
